District,State,County,Tract,Block
39,24,031,700810,3003
17,24,031,700733,2008
17,24,031,700733,3015
17,24,031,700733,3002
17,24,031,700733,3001
17,24,031,700733,3003
17,24,031,700733,3000
17,24,031,700733,1001
17,24,031,700733,1003
17,24,031,700733,1002
39,24,031,700733,1000
39,24,031,700813,1002
17,24,031,700813,4004
39,24,031,700813,3004
39,24,031,700813,4003
39,24,031,700813,3006
39,24,031,700813,3005
39,24,031,700813,2003
17,24,031,700733,1007
17,24,031,700733,1005
17,24,031,700733,1004
17,24,031,700721,2004
39,24,031,700721,2008
39,24,031,700721,2006
39,24,031,700721,2007
39,24,031,700721,2001
39,24,031,700721,2003
39,24,031,700721,1000
39,24,031,700721,2009
39,24,031,700721,2002
39,24,031,700721,2000
39,24,031,700713,2001
39,24,031,700713,1003
39,24,031,700833,1009
17,24,031,700733,3012
17,24,031,700733,3010
17,24,031,700733,3013
17,24,031,700733,3017
17,24,031,700733,3009
39,24,031,700733,3005
17,24,031,700733,3016
17,24,031,700733,3014
17,24,031,700733,3018
17,24,031,700733,3004
39,24,031,700813,1000
17,24,031,700813,1003
39,24,031,700813,1001
39,24,031,700833,1003
39,24,031,700833,1001
39,24,031,700833,2010
39,24,031,700833,2009
39,24,031,700833,2011
39,24,031,700833,2002
39,24,031,700833,1000
39,24,031,700833,1002
39,24,031,700833,2004
39,24,031,700834,1002
39,24,031,700833,2005
39,24,031,700833,2001
39,24,031,700834,2007
39,24,031,700833,2003
39,24,031,700833,2000
39,24,031,700810,2010
39,24,031,700834,2000
39,24,031,700810,2009
15,24,031,700310,4008
15,24,031,700306,3006
15,24,031,700310,3007
15,24,031,700310,3002
15,24,031,700310,3004
15,24,031,700310,3003
15,24,031,700310,3001
15,24,031,700310,3011
15,24,031,700310,3013
15,24,031,700310,3010
15,24,031,700310,1006
15,24,031,700310,1007
15,24,031,700310,3009
15,24,031,700310,3014
15,24,031,700310,3012
15,24,031,700310,2002
15,24,031,700309,2007
15,24,031,700310,4005
15,24,031,700310,4006
15,24,031,700310,4009
15,24,031,700310,4001
15,24,031,700310,4004
15,24,031,700310,4002
15,24,031,700310,4003
15,24,031,700310,4000
15,24,031,700308,4000
15,24,031,700310,3006
15,24,031,700310,3008
15,24,031,700310,3018
15,24,031,700310,3017
15,24,031,700310,3015
15,24,031,700309,2005
15,24,031,700309,2004
15,24,031,700309,2003
15,24,031,700309,2002
15,24,031,700310,3016
39,24,031,700818,1001
15,24,031,700309,2012
15,24,031,700309,2008
15,24,031,700309,2011
15,24,031,700310,2000
15,24,031,700310,2001
15,24,031,700309,2006
15,24,031,700309,3011
15,24,031,700309,3012
15,24,031,700309,3009
15,24,031,700309,3010
15,24,031,700309,3004
15,24,031,700309,3007
15,24,031,700309,2001
15,24,031,700309,3008
15,24,031,700309,2000
15,24,031,700309,1008
15,24,031,700309,3005
15,24,031,700309,3006
15,24,031,700608,4009
15,24,031,700608,4007
15,24,031,700608,4008
15,24,031,700608,4001
15,24,031,700608,4002
15,24,031,700608,4003
15,24,031,700615,2005
15,24,031,700615,2004
15,24,031,700608,4000
39,24,031,700810,1003
39,24,031,700810,1005
39,24,031,700810,1004
39,24,031,700104,2004
39,24,031,700104,2001
39,24,031,700104,2003
39,24,031,700104,2000
39,24,031,700104,2002
14,24,031,700101,1008
14,24,031,700101,1009
14,24,031,700101,2006
14,24,031,700101,2005
14,24,031,700101,2008
14,24,031,700101,2003
14,24,031,700101,2010
14,24,031,700101,2002
39,24,031,700104,1005
14,24,031,700101,1010
14,24,031,700101,1007
14,24,031,700101,1011
14,24,031,700101,1013
14,24,031,700101,1002
14,24,031,700101,2012
14,24,031,700101,2011
14,24,031,700101,3011
14,24,031,700101,2009
14,24,031,700209,3009
14,24,031,700209,1007
14,24,031,700209,3010
14,24,031,700101,2013
14,24,031,700206,1005
14,24,031,700206,1004
17,24,031,700724,3001
17,24,031,700723,3002
17,24,031,700713,3007
17,24,031,700724,3000
17,24,031,700723,3003
17,24,031,700723,4007
17,24,031,700723,4000
17,24,031,700723,4006
17,24,031,700723,4005
17,24,031,700723,4002
17,24,031,700723,4001
17,24,031,700713,3005
17,24,031,700713,3008
17,24,031,700721,2005
17,24,031,700713,3003
17,24,031,700713,3002
17,24,031,700713,2004
17,24,031,700713,2005
39,24,031,700713,2007
39,24,031,700713,2006
39,24,031,700706,3000
39,24,031,700832,1012
39,24,031,700706,3001
17,24,031,700733,2001
17,24,031,700733,3011
17,24,031,700733,2000
39,24,031,700733,3007
17,24,031,700733,3008
39,24,031,700833,1007
39,24,031,700833,1008
39,24,031,700833,1010
39,24,031,700733,3006
17,24,031,700724,1000
17,24,031,700724,1001
17,24,031,700724,3008
17,24,031,700732,2003
17,24,031,700732,2004
17,24,031,700731,1018
17,24,031,700724,3006
17,24,031,700724,3005
17,24,031,700724,3004
17,24,031,700724,3002
17,24,031,700724,3003
17,24,031,700731,1017
17,24,031,700706,2002
17,24,031,700706,2000
17,24,031,700706,2001
17,24,031,700706,3021
39,24,031,700706,3004
17,24,031,700733,2009
17,24,031,700723,3000
17,24,031,700723,3004
17,24,031,700733,2004
17,24,031,700724,2002
17,24,031,700724,2001
17,24,031,700724,2000
17,24,031,700723,3001
17,24,031,700733,2003
17,24,031,700733,2005
17,24,031,700733,2007
17,24,031,700713,3006
17,24,031,700713,3004
17,24,031,700733,2006
17,24,031,700733,1006
39,24,031,700706,3014
39,24,031,700706,3020
39,24,031,700706,3018
39,24,031,700706,3002
39,24,031,700706,3012
39,24,031,700706,3007
17,24,031,700822,1000
39,24,031,700706,2003
17,24,031,700706,2004
17,24,031,700706,2005
39,24,031,700706,3010
39,24,031,700706,3013
39,24,031,700706,3023
39,24,031,700706,3024
39,24,031,700706,3011
39,24,031,700706,3008
17,24,031,700733,2002
17,24,031,700829,2001
17,24,031,700724,1007
17,24,031,700829,2000
17,24,031,700724,1003
17,24,031,700837,1004
17,24,031,700837,1002
17,24,031,700837,1001
17,24,031,700837,1000
17,24,031,700732,2005
17,24,031,700732,2002
17,24,031,700724,1006
17,24,031,700724,1005
17,24,031,700724,3007
17,24,031,700724,1004
17,24,031,700724,1002
39,24,031,700832,1015
39,24,031,700832,1014
39,24,031,700832,1000
39,24,031,700833,2016
39,24,031,700830,1006
39,24,031,700833,2015
39,24,031,700834,1007
39,24,031,700834,1006
39,24,031,700833,1004
39,24,031,700833,2008
39,24,031,700833,2007
39,24,031,700834,1008
39,24,031,700833,2014
39,24,031,700833,2012
39,24,031,700833,2013
39,24,031,700833,2006
39,24,031,700830,1008
39,24,031,700834,2004
39,24,031,700830,1007
39,24,031,700834,2005
39,24,031,700834,1004
39,24,031,700834,1005
39,24,031,700834,1003
39,24,031,700834,1001
39,24,031,700834,1000
39,24,031,700834,2006
17,24,031,700829,3019
17,24,031,700829,3018
17,24,031,700823,1003
17,24,031,700829,3017
17,24,031,700823,1015
17,24,031,700823,1002
39,24,031,700819,3001
39,24,031,700819,2005
39,24,031,700819,2009
39,24,031,700819,3002
39,24,031,700819,3000
39,24,031,700819,2008
39,24,031,700819,2002
39,24,031,700819,2001
39,24,031,700819,2000
39,24,031,700832,1007
39,24,031,700706,3003
39,24,031,700832,1010
39,24,031,700819,3003
39,24,031,700832,1011
39,24,031,700832,1008
39,24,031,700832,1006
39,24,031,700832,1004
39,24,031,700832,1009
39,24,031,700832,1013
39,24,031,700832,1005
39,24,031,700833,1006
39,24,031,700833,1005
39,24,031,700818,5004
39,24,031,700818,5000
39,24,031,700830,2004
39,24,031,700832,1003
39,24,031,700830,2002
39,24,031,700830,2003
39,24,031,700830,1005
39,24,031,700830,1003
39,24,031,700832,1002
39,24,031,700832,1001
39,24,031,700819,2010
39,24,031,700819,2007
39,24,031,700819,1007
39,24,031,700819,1000
39,24,031,700818,1000
39,24,031,700818,1004
15,24,031,700309,2009
15,24,031,700309,2010
39,24,031,700818,5003
15,24,031,700309,1013
15,24,031,700309,1012
39,24,031,700818,5002
15,24,031,700309,1003
15,24,031,700309,1010
15,24,031,700309,1011
15,24,031,700309,1009
15,24,031,700309,1007
15,24,031,700309,1005
15,24,031,700309,1006
15,24,031,700309,1004
15,24,031,700309,1001
39,24,031,700819,1001
39,24,031,700818,4000
39,24,031,700818,5001
39,24,031,700830,2005
15,24,031,700309,1002
15,24,031,700313,4005
39,24,031,700313,4001
39,24,031,700313,4006
39,24,031,700830,2001
39,24,031,700313,4002
39,24,031,700313,5006
14,24,031,700206,1006
14,24,031,700206,1000
14,24,031,700206,1001
14,24,031,700206,3014
14,24,031,700206,1003
14,24,031,700206,3013
14,24,031,700101,2004
14,24,031,700206,1007
14,24,031,700101,2000
14,24,031,700101,2001
14,24,031,700206,3012
14,24,031,700101,1012
39,24,031,700104,3001
39,24,031,700104,3000
14,24,031,700101,1006
39,24,031,700104,3002
39,24,031,700104,3003
39,24,031,700104,3004
14,24,031,700101,1004
14,24,031,700101,1003
14,24,031,700101,1005
14,24,031,700101,3009
14,24,031,700101,1001
14,24,031,700101,3008
14,24,031,700101,3007
14,24,031,700103,4004
14,24,031,700101,1015
39,24,031,700835,1010
39,24,031,700835,1007
39,24,031,700834,2002
39,24,031,700835,2016
39,24,031,700835,2017
39,24,031,700835,1006
39,24,031,700835,2009
39,24,031,700835,2006
39,24,031,700835,2008
39,24,031,700835,3008
39,24,031,700835,3004
39,24,031,700835,3006
39,24,031,700835,3005
39,24,031,700835,2002
39,24,031,700835,2007
39,24,031,700835,2000
39,24,031,700835,2005
39,24,031,700835,2003
39,24,031,700835,2004
39,24,031,700835,2001
39,24,031,700314,2011
39,24,031,700314,2012
39,24,031,700314,2010
39,24,031,700210,1023
39,24,031,700210,1022
39,24,031,700210,1017
39,24,031,700210,1010
39,24,031,700210,1021
39,24,031,700835,3007
39,24,031,700835,3003
39,24,031,700835,3002
39,24,031,700210,1025
15,24,031,701221,1008
15,24,031,701220,1015
15,24,031,701221,1009
15,24,031,701221,1012
15,24,031,701221,1010
15,24,031,701221,1003
15,24,031,701221,1002
15,24,031,701221,2008
15,24,031,701221,2005
15,24,031,701221,1004
15,24,031,700606,3009
15,24,031,700617,1015
15,24,031,700617,1014
15,24,031,700606,1004
15,24,031,700606,1005
15,24,031,700617,1012
15,24,031,700606,1002
15,24,031,700606,3006
15,24,031,700606,3012
15,24,031,700606,1001
15,24,031,700606,1003
15,24,031,700606,1000
17,24,031,700828,1005
17,24,031,700828,1009
17,24,031,700828,1007
17,24,031,700828,1004
15,24,031,700617,1016
15,24,031,700617,1017
15,24,031,700617,1010
15,24,031,700617,1013
15,24,031,700617,1011
15,24,031,700617,1009
17,24,031,700839,3018
17,24,031,700839,3019
17,24,031,700839,3028
15,24,031,700838,2001
17,24,031,700839,3020
17,24,031,700839,3027
17,24,031,700839,3030
17,24,031,700839,3026
17,24,031,700839,3021
17,24,031,700839,3023
17,24,031,700839,3015
17,24,031,700839,3022
17,24,031,700839,3024
17,24,031,700839,3025
17,24,031,700839,3014
17,24,031,700839,2000
17,24,031,700839,2002
17,24,031,700839,2001
17,24,031,700837,3002
17,24,031,700839,3002
17,24,031,700837,1003
17,24,031,700837,1005
39,24,031,700604,3000
39,24,031,700610,1016
39,24,031,700610,1013
39,24,031,700610,1009
39,24,031,700610,1031
39,24,031,700610,1030
39,24,031,700610,1029
39,24,031,700610,1017
39,24,031,700610,1026
39,24,031,700610,1010
15,24,031,700617,1007
15,24,031,700618,3006
15,24,031,700618,3000
15,24,031,700618,3002
15,24,031,700618,3001
15,24,031,700618,3003
15,24,031,700617,1000
15,24,031,700836,2000
17,24,031,700836,1012
15,24,031,700836,2001
15,24,031,700838,2013
15,24,031,701221,2002
15,24,031,701221,2000
15,24,031,700618,3004
15,24,031,700838,2021
15,24,031,701221,2001
15,24,031,700838,2022
15,24,031,700838,2005
15,24,031,700838,2012
15,24,031,700838,2007
15,24,031,700838,2003
15,24,031,700838,2018
15,24,031,700838,2020
15,24,031,700838,2017
15,24,031,700838,2011
15,24,031,700838,2006
17,24,031,700828,1013
17,24,031,700829,1006
17,24,031,700836,1004
17,24,031,700836,1011
17,24,031,700836,1008
17,24,031,700836,1002
14,24,031,700101,1000
14,24,031,700103,4010
14,24,031,700103,4005
14,24,031,700103,4002
14,24,031,700101,1014
14,24,031,700103,4000
14,24,031,700103,4003
14,24,031,700103,4001
14,24,031,700103,2008
14,24,031,700101,3010
14,24,031,700103,2006
14,24,031,700103,1025
14,24,031,700101,3006
14,24,031,700101,3004
14,24,031,700101,3003
14,24,031,700206,3011
14,24,031,700101,3002
14,24,031,700101,3005
14,24,031,700103,1012
14,24,031,700103,1011
14,24,031,700103,1013
14,24,031,700206,3010
14,24,031,700206,3007
14,24,031,700206,3009
14,24,031,700208,2004
14,24,031,700206,3008
09A,24,031,700208,2002
09A,24,031,700208,2003
09A,24,031,700208,1005
14,24,031,700208,2005
17,24,031,700826,2019
17,24,031,700826,2015
17,24,031,700828,1000
17,24,031,700826,2014
17,24,031,700826,4031
17,24,031,700826,4034
17,24,031,700826,4033
17,24,031,700826,4022
17,24,031,700826,4035
17,24,031,700826,4023
17,24,031,700826,4010
17,24,031,700826,4002
17,24,031,700826,4001
17,24,031,700826,4012
17,24,031,700826,4011
17,24,031,700826,2025
17,24,031,700826,2024
17,24,031,700826,2030
17,24,031,700826,2029
17,24,031,700826,2026
17,24,031,700826,2023
17,24,031,700826,2005
17,24,031,700826,2022
17,24,031,700826,2006
17,24,031,700826,4000
17,24,031,700826,1014
17,24,031,700826,1013
17,24,031,700826,2002
17,24,031,700826,1005
17,24,031,700826,2001
17,24,031,700826,2028
17,24,031,700826,2027
17,24,031,700836,1005
17,24,031,700829,1007
17,24,031,700829,1008
17,24,031,700836,1007
17,24,031,700836,1010
17,24,031,700836,1000
17,24,031,700836,1009
15,24,031,700838,2004
17,24,031,700836,1003
17,24,031,700836,1001
17,24,031,700836,1006
17,24,031,700837,3006
17,24,031,700837,3003
17,24,031,700829,1000
17,24,031,700829,3023
17,24,031,700837,3005
17,24,031,700837,3004
17,24,031,700829,2004
17,24,031,700829,2003
17,24,031,700837,2001
17,24,031,700837,2004
17,24,031,700829,2002
17,24,031,700837,2006
17,24,031,700837,2003
17,24,031,700837,2002
17,24,031,700837,2000
17,24,031,700837,2005
15,24,031,700838,2008
15,24,031,700838,2002
17,24,031,700839,3017
17,24,031,700837,3007
17,24,031,700839,3016
17,24,031,700826,2021
17,24,031,700826,2033
17,24,031,700826,2020
17,24,031,700826,2004
17,24,031,700826,2003
17,24,031,700826,2000
17,24,031,700829,3014
17,24,031,700829,3003
17,24,031,700829,3013
17,24,031,700829,3012
17,24,031,700829,3005
17,24,031,700828,1006
17,24,031,700828,1019
17,24,031,700828,1002
17,24,031,700829,1005
17,24,031,700828,1001
17,24,031,700828,1011
17,24,031,700828,1012
17,24,031,700829,1002
17,24,031,700829,1004
17,24,031,700829,1003
17,24,031,700829,1001
17,24,031,700829,3022
17,24,031,700829,3004
17,24,031,700829,3020
17,24,031,700829,3007
17,24,031,700829,3006
17,24,031,700829,3021
15,24,031,700618,3008
15,24,031,700618,3007
15,24,031,700618,3005
15,24,031,700617,1008
39,24,031,700614,3002
39,24,031,700610,1002
39,24,031,700614,2001
39,24,031,700815,2001
39,24,031,700614,2000
39,24,031,700610,1003
39,24,031,700610,1012
39,24,031,700610,1001
39,24,031,700610,1000
39,24,031,700815,2002
39,24,031,700610,1032
39,24,031,700610,1033
39,24,031,700610,1027
17,24,031,700824,1002
17,24,031,700610,1036
17,24,031,700610,1035
39,24,031,700610,1034
17,24,031,700826,1004
17,24,031,700823,1016
17,24,031,700823,1009
17,24,031,700823,1013
39,24,031,700610,1028
39,24,031,700610,1037
39,24,031,700610,1011
17,24,031,700823,1001
17,24,031,700823,2001
39,24,031,700610,1018
17,24,031,700826,1003
17,24,031,700826,1009
17,24,031,700823,1012
17,24,031,700826,1000
17,24,031,700826,1001
17,24,031,700823,1011
17,24,031,700823,1010
17,24,031,700823,1008
17,24,031,700826,1002
17,24,031,700829,3016
17,24,031,700829,3015
17,24,031,700823,1005
17,24,031,700823,1006
17,24,031,700823,1004
17,24,031,700823,1007
17,24,031,700610,1019
17,24,031,700610,1020
17,24,031,700823,1000
17,24,031,700823,2000
39,24,031,700610,1008
39,24,031,700610,1006
39,24,031,700610,1004
39,24,031,700706,1001
39,24,031,700706,1000
17,24,031,700610,1021
17,24,031,700610,1007
17,24,031,700610,1038
39,24,031,700610,1022
17,24,031,700610,1025
17,24,031,700610,1024
17,24,031,700610,1005
17,24,031,700610,1023
39,24,031,700706,1004
17,24,031,700820,1005
17,24,031,700820,1007
17,24,031,700820,1006
17,24,031,700820,1003
17,24,031,700820,1004
17,24,031,700820,1002
39,24,031,700706,1002
39,24,031,700706,1005
39,24,031,700706,1003
39,24,031,700706,3016
39,24,031,700815,3002
39,24,031,700815,3001
39,24,031,700815,2005
39,24,031,700815,2003
39,24,031,700818,3001
39,24,031,700818,3002
39,24,031,700815,1010
39,24,031,700818,1007
39,24,031,700818,1003
39,24,031,700818,1006
39,24,031,700818,3000
39,24,031,700818,1005
39,24,031,700815,2000
39,24,031,700818,2001
39,24,031,700819,3004
39,24,031,700819,2003
39,24,031,700819,2006
39,24,031,700818,2000
39,24,031,700819,1005
39,24,031,700819,1004
39,24,031,700819,1003
39,24,031,700819,1008
39,24,031,700819,1009
39,24,031,700819,1002
39,24,031,700819,1006
39,24,031,700819,2004
17,24,031,700826,3009
17,24,031,700826,3006
17,24,031,700826,3007
17,24,031,700826,4015
17,24,031,700826,4006
17,24,031,700826,4014
17,24,031,700826,4007
17,24,031,700826,4005
17,24,031,700826,4004
17,24,031,700826,4025
17,24,031,700826,4024
17,24,031,700826,4017
17,24,031,700826,4013
17,24,031,700826,4019
17,24,031,700826,4030
17,24,031,700826,4018
17,24,031,700826,4020
17,24,031,700826,4032
17,24,031,700826,4008
17,24,031,700826,4003
17,24,031,700826,4009
17,24,031,700826,4021
17,24,031,700826,1011
17,24,031,700826,1007
17,24,031,700826,1015
17,24,031,700826,1012
17,24,031,700826,1006
15,24,031,700608,3016
15,24,031,706007,1003
15,24,031,701220,2024
15,24,031,701220,2022
15,24,031,701220,2023
17,24,031,700824,1044
17,24,031,700826,3020
17,24,031,700826,4029
17,24,031,700824,1041
17,24,031,700824,1031
17,24,031,700826,3017
17,24,031,700826,3018
17,24,031,700826,3015
17,24,031,700826,3019
17,24,031,700826,3021
17,24,031,700826,3014
17,24,031,700826,3016
17,24,031,700826,3003
17,24,031,700826,3012
17,24,031,700826,3011
17,24,031,700826,3004
17,24,031,700826,3010
17,24,031,700826,3005
17,24,031,700824,1034
17,24,031,700824,1007
17,24,031,700824,1005
17,24,031,700826,3002
17,24,031,700826,1010
17,24,031,700826,3001
17,24,031,700826,3000
17,24,031,700826,1008
17,24,031,700826,4028
17,24,031,700826,4027
17,24,031,700826,4016
17,24,031,700826,4026
17,24,031,700826,3013
17,24,031,700826,3008
17,24,031,700824,1025
17,24,031,700824,1020
17,24,031,700824,1063
17,24,031,700824,1026
17,24,031,700824,1027
17,24,031,700824,1028
17,24,031,700824,1042
17,24,031,700824,1043
17,24,031,700824,1045
17,24,031,700824,1032
17,24,031,700824,1033
17,24,031,700824,1058
17,24,031,700824,1015
17,24,031,700824,1014
17,24,031,700824,1013
17,24,031,700824,1012
17,24,031,700824,1009
17,24,031,700824,1010
17,24,031,700824,1001
17,24,031,700824,1011
17,24,031,700824,1000
17,24,031,700824,1029
17,24,031,700824,1030
17,24,031,700824,1035
17,24,031,700824,1004
17,24,031,700824,1006
15,24,031,700616,3007
15,24,031,700616,3015
15,24,031,700616,3014
15,24,031,700616,3006
17,24,031,700826,3022
17,24,031,700824,1040
17,24,031,700829,3009
17,24,031,700829,3010
17,24,031,700829,3024
17,24,031,700829,3011
17,24,031,700829,3001
17,24,031,700823,1014
17,24,031,700829,3000
17,24,031,700829,2007
17,24,031,700823,2002
17,24,031,700822,1004
17,24,031,700822,1006
17,24,031,700822,1005
17,24,031,700822,1002
17,24,031,700822,1003
17,24,031,700829,3008
17,24,031,700829,3002
17,24,031,700829,2006
17,24,031,700829,2005
17,24,031,700822,1001
17,24,031,700820,1008
17,24,031,700820,1001
17,24,031,700820,1000
17,24,031,700820,1010
17,24,031,700820,1009
39,24,031,700706,1006
39,24,031,700706,3009
39,24,031,700706,3017
39,24,031,700706,3005
39,24,031,700706,3015
39,24,031,700706,3022
39,24,031,700706,3019
39,24,031,700706,3006
15,24,031,700616,3000
15,24,031,700616,3008
15,24,031,700616,3010
17,24,031,700824,1038
17,24,031,700824,1047
17,24,031,700824,1024
17,24,031,700824,1048
17,24,031,700824,1039
17,24,031,700824,1054
17,24,031,700824,1053
17,24,031,700824,1049
17,24,031,700824,1051
17,24,031,700824,1052
17,24,031,700824,1050
17,24,031,700824,1055
17,24,031,700824,1056
17,24,031,700824,1046
17,24,031,700824,1057
15,24,031,700616,3001
17,24,031,700824,1022
17,24,031,700824,1017
17,24,031,700824,1018
17,24,031,700824,1059
